Date,item_id,item_price,item_cnt_day
21.01.2013,4161,899,1
31.01.2013,4161,849,1
02.01.2013,4163,1590,1
03.01.2013,4163,1590,2
04.01.2013,4163,1590,1
05.01.2013,4163,1590,3
06.01.2013,4163,1590,2
08.01.2013,4163,1590,2
09.01.2013,4163,1590,1
05.01.2013,4161,899,1
05.01.2013,5438,349,1
19.01.2013,5449,399,1
30.01.2013,5748,32990,1
04.01.2013,7169,849.5,1
23.01.2013,7169,849.5,1
03.01.2013,7171,1699,1
17.01.2013,7175,199,1
24.01.2013,7175,199,1
06.01.2013,7218,1599,1
22.01.2013,7218,1599,1
19.01.2013,7220,1999,1
03.01.2013,7221,899,1
08.01.2013,7299,399,1
14.01.2013,7333,249,1
03.01.2013,7343,299,1
14.01.2013,7356,249,1
26.01.2013,7356,249,1
26.01.2013,7391,299,1
10.01.2013,7396,299,1
02.01.2013,7445,199,1
06.01.2013,7459,299,1
02.01.2013,7471,449,1
08.01.2013,7511,299,1
08.01.2013,7512,299,1
16.01.2013,7524,299,1
16.01.2013,7738,199,1
02.01.2013,7737,199,1
06.01.2013,7737,199,3
06.01.2013,7131,549,1
16.01.2013,7737,199,1
27.01.2013,7130,399,1
23.01.2013,7130,399,2
16.01.2013,6740,499,1
23.01.2013,6740,499,1
30.01.2013,6351,399,1
30.01.2013,6354,549,1
05.01.2013,6751,99,1
31.01.2013,6777,199.44,1
02.01.2013,6904,149,1
22.01.2013,6904,149,1
24.01.2013,6904,149,1
27.01.2013,6916,1499,1
20.01.2013,6917,999.5,1
25.01.2013,6917,749.5,1
02.01.2013,6953,398.5,1
03.01.2013,6953,398.5,1
04.01.2013,6953,399,1
05.01.2013,6953,399,2
07.01.2013,6953,398.5,1
13.01.2013,6953,399,1
29.01.2013,6953,398.5,1
31.01.2013,6953,399,1
05.01.2013,6857,399,1
24.01.2013,7066,549,1
04.01.2013,7078,899,1
21.01.2013,7118,224,1
25.01.2013,7118,224.5,1
26.01.2013,7130,398.5,1
05.01.2013,7770,1099,1
04.01.2013,7814,3890,1
20.01.2013,7814,3890,1
06.01.2013,7938,15990,1
09.01.2013,7938,15990,1
26.01.2013,7938,15990,1
12.01.2013,7945,13990,1
12.01.2013,7977,1199,1
27.01.2013,7977,1199,1
25.01.2013,7978,2199,1
20.01.2013,7979,699,1
14.01.2013,7907,2490,1
13.01.2013,7912,599,1
20.01.2013,7912,599,1
28.01.2013,7912,599,1
05.01.2013,7916,949,1
06.01.2013,7916,949,1
19.01.2013,8032,299,1
16.01.2013,8092,149,1
02.01.2013,8093,1399,1
03.01.2013,8093,1399,1
04.01.2013,8093,1399,1
05.01.2013,8093,1399,1
17.01.2013,8093,1399,1
04.01.2013,8096,399,1
25.01.2013,8140,199,1
29.01.2013,8147,149,1
06.01.2013,8155,799,1
19.01.2013,7895,799,1
25.01.2013,7894,1490,1
08.01.2013,7894,1490,1
04.01.2013,7894,1490,1
27.01.2013,7814,3890,1
03.01.2013,7815,5890,2
04.01.2013,7815,5890,2
12.01.2013,7815,5890,1
16.01.2013,7815,5890,1
28.01.2013,7815,5890,1
09.01.2013,7819,8790,1
24.01.2013,7819,8490,1
03.01.2013,7820,2290,3
08.01.2013,7820,2290,1
13.01.2013,7820,2290,2
20.01.2013,7820,2290,3
14.01.2013,6740,499,1
27.01.2013,7820,2290,1
19.01.2013,7709,149,1
16.01.2013,7849,359,1
20.01.2013,7849,359,1
11.01.2013,7860,399,1
02.01.2013,7856,799,1
05.01.2013,7856,799,1
10.01.2013,7856,799,1
20.01.2013,7856,799,1
25.01.2013,7856,799,1
02.01.2013,7735,2799,1
29.01.2013,7882,1390,1
06.01.2013,7893,995,1
05.01.2013,7670,399,1
12.01.2013,6727,999,1
04.01.2013,6721,1499,1
27.01.2013,6717,299,1
04.01.2013,5580,279.3,1
06.01.2013,5580,279.3,1
08.01.2013,5580,399,1
05.01.2013,5591,1890,1
12.01.2013,5591,1990,1
18.01.2013,5591,1990,1
04.01.2013,5592,3490,1
26.01.2013,5592,3490,2
18.01.2013,5594,1190,1
09.01.2013,5599,1090,1
16.01.2013,5601,599,1
08.01.2013,5603,489.3,1
06.01.2013,5605,699,1
05.01.2013,5635,2390,1
12.01.2013,5635,2390,1
19.01.2013,5643,2390,1
25.01.2013,5643,2390,1
10.01.2013,5994,149,1
13.01.2013,5994,149,1
17.01.2013,5994,149,1
19.01.2013,5994,298,1
20.01.2013,5992,998,1
27.01.2013,6000,299,1
08.01.2013,6072,899,1
08.01.2013,6095,1698.7,1
14.01.2013,5576,2490,1
06.01.2013,5576,2490,1
14.01.2013,5575,1090,1
08.01.2013,5575,550.01,1
16.01.2013,5457,299,1
11.01.2013,5491,299,1
06.01.2013,5786,299,1
30.01.2013,5796,299,1
22.01.2013,5801,299,1
02.01.2013,5778,199,1
08.01.2013,5811,199,1
12.01.2013,5811,199,1
04.01.2013,5822,999,1
20.01.2013,5822,999,1
23.01.2013,5822,999,1
12.01.2013,5823,2500,1
21.01.2013,6095,1699,1
25.01.2013,5527,299,1
08.01.2013,5892,999,1
13.01.2013,5892,999,1
24.01.2013,5549,1549,1
24.01.2013,5553,399,1
26.01.2013,5554,970,1
21.01.2013,5922,349,1
23.01.2013,5916,648.5,1
06.01.2013,5571,799,1
02.01.2013,5572,1590,1
25.01.2013,5573,849,1
06.01.2013,5574,699,1
29.01.2013,5574,899,1
28.01.2013,5848,349,1
12.01.2013,3325,1199,1
20.01.2013,6109,499,1
28.01.2013,6109,499,1
30.01.2013,6490,699,1
26.01.2013,6508,599,1
02.01.2013,6286,299,1
02.01.2013,6289,299,1
23.01.2013,6574,549,1
30.01.2013,6574,549,1
30.01.2013,6588,549,1
30.01.2013,6594,549,1
02.01.2013,6595,549,1
04.01.2013,6622,599,1
11.01.2013,6303,199,1
05.01.2013,6635,598.5,1
07.01.2013,6635,599,1
17.01.2013,6635,599,1
22.01.2013,6635,599,1
23.01.2013,6635,599,1
09.01.2013,6651,1699,1
16.01.2013,6651,1699,1
25.01.2013,6653,1699,1
25.01.2013,6660,599,1
12.01.2013,6665,9990,1
13.01.2013,6681,899,1
18.01.2013,6699,479,1
08.01.2013,6717,299,1
12.01.2013,6717,299,1
18.01.2013,6490,559.2,1
06.01.2013,6490,699,1
04.01.2013,6480,699,1
27.01.2013,6495,699,1
02.01.2013,6122,2499,1
12.01.2013,6122,2499,1
26.01.2013,6122,2499,1
06.01.2013,6123,2499,1
03.01.2013,6147,298,1
06.01.2013,6185,499,1
07.01.2013,6185,499,1
13.01.2013,6185,499,1
30.01.2013,6185,499,1
06.01.2013,6406,349,1
17.01.2013,6406,349,1
25.01.2013,6268,799,1
22.01.2013,6109,499,1
07.01.2013,6453,1798,1
18.01.2013,6466,558.6,1
26.01.2013,6467,399,1
27.01.2013,6467,399,1
29.01.2013,6467,399,1
30.01.2013,6467,399,1
26.01.2013,6475,299,1
27.01.2013,6475,299,1
29.01.2013,6475,299,1
06.01.2013,6495,699,2
12.01.2013,6495,699,1
18.01.2013,6495,559.2,1
20.01.2013,6495,699,1
12.01.2013,6466,699,1
05.01.2013,3325,1199,2
04.01.2013,3325,1199,1
03.01.2013,3325,1199,1
08.01.2013,1261,399,1
26.01.2013,1273,199,1
20.01.2013,1410,1399,1
28.01.2013,1418,349,1
31.01.2013,1418,349,1
08.01.2013,1420,349,1
13.01.2013,1438,349,1
06.01.2013,1301,253.85,1
04.01.2013,1311,249,1
12.01.2013,1315,449,1
04.01.2013,1317,299,1
04.01.2013,1318,299,1
06.01.2013,1321,254.15,1
04.01.2013,1467,899,1
02.01.2013,1470,599,1
03.01.2013,1470,599,1
04.01.2013,1470,599,1
05.01.2013,1470,599,1
06.01.2013,1470,599,2
10.01.2013,1470,599,1
12.01.2013,1470,599,1
19.01.2013,1470,599,2
20.01.2013,1470,599,1
22.01.2013,1470,599,2
31.01.2013,1470,599,1
29.01.2013,1357,1015,1
02.01.2013,1471,2599,1
13.01.2013,1356,1015,1
18.01.2013,1227,299,1
06.01.2013,677,149,1
29.01.2013,677,149,1
02.01.2013,687,600,1
12.01.2013,687,600,1
15.01.2013,687,600,1
22.01.2013,687,600,1
27.01.2013,687,600,1
23.01.2013,700,199,1
18.01.2013,785,349,1
23.01.2013,785,349,1
13.01.2013,795,3300,1
09.01.2013,816,99,1
09.01.2013,835,4600,1
17.01.2013,835,4600,1
19.01.2013,839,3300,1
07.01.2013,963,99,1
08.01.2013,970,279,1
26.01.2013,970,279,1
26.01.2013,971,279,1
08.01.2013,975,299,1
30.01.2013,1102,249,1
17.01.2013,1112,499,1
16.01.2013,1151,1790,1
20.01.2013,1167,1100,1
09.01.2013,1226,299,1
31.01.2013,1243,449,1
04.01.2013,1471,2599,1
28.01.2013,1471,2599,1
02.01.2013,1472,2599,1
02.01.2013,1871,299,1
04.01.2013,1871,299,1
31.01.2013,1871,299,1
08.01.2013,1628,3899,1
14.01.2013,1628,3899,-1
14.01.2013,1653,10999,1
20.01.2013,1894,599,1
10.01.2013,1905,249,1
28.01.2013,1905,249,1
06.01.2013,1908,249,1
08.01.2013,1911,249,1
18.01.2013,1911,248.5,1
08.01.2013,1913,249,1
05.01.2013,1915,249,1
06.01.2013,1916,249,1
12.01.2013,1916,249,1
20.01.2013,1916,249,2
26.01.2013,1916,249,1
28.01.2013,1916,249,1
10.01.2013,1920,249,1
19.01.2013,1920,249,1
28.01.2013,1920,249,1
23.01.2013,1921,249,1
17.01.2013,1922,249,1
20.01.2013,1928,998,1
06.01.2013,1836,1999,1
21.01.2013,1835,1999,1
06.01.2013,1835,1999,1
04.01.2013,1835,1999,3
06.01.2013,1472,2599,2
14.01.2013,1472,2599,1
04.01.2013,1475,899,1
08.01.2013,1475,899,1
13.01.2013,1481,1999,1
12.01.2013,1482,549,1
20.01.2013,1523,799,1
11.01.2013,1524,2999,1
16.01.2013,1530,159,1
05.01.2013,1597,469,1
04.01.2013,1607,6490,1
19.01.2013,1782,599,1
29.01.2013,657,149,1
27.01.2013,1782,599,1
17.01.2013,1800,274.5,1
20.01.2013,1800,549,1
08.01.2013,1801,1499,1
07.01.2013,1830,599,1
13.01.2013,1830,599,1
18.01.2013,1830,599,1
22.01.2013,1830,599,1
25.01.2013,1830,599,1
27.01.2013,1830,599,1
18.01.2013,1826,498,1
11.01.2013,1829,1499,1
12.01.2013,1829,1499,1
26.01.2013,1624,299,1
06.01.2013,651,149,1
08.01.2013,642,149,1
06.01.2013,642,149,1
15.01.2013,21567,379,1
06.01.2013,21570,199,1
05.01.2013,21771,449.5,1
10.01.2013,21771,899,1
23.01.2013,21619,499,1
20.01.2013,21785,299,1
11.01.2013,21732,149,1
02.01.2013,21747,1224.56,1
28.01.2013,21759,499,1
19.01.2013,21766,119,1
26.01.2013,21982,249,1
09.01.2013,21983,249,1
06.01.2013,21987,549,1
07.01.2013,21987,549,1
08.01.2013,21987,549,1
13.01.2013,21987,549,1
26.01.2013,21861,149,1
23.01.2013,21865,149,1
27.01.2013,21871,349,1
13.01.2013,21876,299,1
05.01.2013,21906,499,1
04.01.2013,21914,499,1
03.01.2013,21996,449,1
03.01.2013,22014,399,1
07.01.2013,22014,399,1
02.01.2013,21567,379,1
02.01.2013,21562,199,1
30.01.2013,21552,149,1
17.01.2013,21536,199,1
03.01.2013,20298,149,1
13.01.2013,20299,398,1
04.01.2013,20300,149,1
26.01.2013,20315,299,1
05.01.2013,21329,149,1
03.01.2013,21336,199,1
03.01.2013,21347,549,1
05.01.2013,21494,149,1
12.01.2013,21494,149,1
08.01.2013,21498,149,1
08.01.2013,21499,149,1
25.01.2013,21413,149,1
09.01.2013,22014,399,1
14.01.2013,21422,149,1
17.01.2013,21424,399,1
15.01.2013,21425,1449,1
28.01.2013,21432,499,1
13.01.2013,21434,58,1
20.01.2013,21500,1999,1
05.01.2013,21447,749,1
26.01.2013,21452,299,1
11.01.2013,21456,149,1
13.01.2013,21460,149,1
05.01.2013,21455,299,1
20.01.2013,21465,98,1
06.01.2013,21523,499,1
08.01.2013,21424,399,1
22.01.2013,1931,124,1
17.01.2013,22014,399,1
27.01.2013,22014,399,1
07.01.2013,155,299,1
07.01.2013,156,299,1
20.01.2013,257,249,1
20.01.2013,258,249,1
08.01.2013,372,249,1
08.01.2013,407,249,1
05.01.2013,410,250,1
04.01.2013,481,330,1
06.01.2013,481,330,1
10.01.2013,481,330,1
12.01.2013,482,3300,1
14.01.2013,482,3300,1
15.01.2013,482,3300,1
19.01.2013,482,3300,1
26.01.2013,482,3300,1
29.01.2013,482,3300,1
06.01.2013,484,300,1
15.01.2013,484,300,2
19.01.2013,484,300,1
24.01.2013,484,300,1
10.01.2013,496,4600,1
10.01.2013,498,249,1
08.01.2013,534,399,2
20.01.2013,534,399,1
03.01.2013,560,199,1
07.01.2013,154,299,1
06.01.2013,151,249,1
31.01.2013,98,399,1
15.01.2013,98,399,1
07.01.2013,22015,699,1
05.01.2013,22079,98,1
23.01.2013,22016,299,1
19.01.2013,22111,349,1
19.01.2013,22130,349,1
20.01.2013,22130,349,1
25.01.2013,22130,349,1
11.01.2013,22134,399,1
18.01.2013,22134,399,1
11.01.2013,22139,999,1
28.01.2013,22139,832.66,1
04.01.2013,22151,399,1
18.01.2013,22014,399,3
06.01.2013,22151,399,1
27.01.2013,32,349,1
05.01.2013,33,499,1
11.01.2013,33,499,1
24.01.2013,33,499,2
06.01.2013,34,149,1
03.01.2013,45,299,1
03.01.2013,51,249,1
26.01.2013,49,249,1
19.01.2013,60,249,1
25.01.2013,85,299,1
06.01.2013,98,399,1
12.01.2013,98,399,1
13.01.2013,32,349,1
15.01.2013,8460,349,1
25.01.2013,1958,99,1
13.01.2013,1722,399,1
04.01.2013,3146,2490,1
08.01.2013,3146,2490,1
19.01.2013,3146,2490,1
25.01.2013,3146,2490,1
29.01.2013,3146,2490,1
03.01.2013,3148,1850,1
06.01.2013,3148,1850,1
11.01.2013,3148,1850,1
12.01.2013,3148,1850,2
14.01.2013,3148,1850,1
17.01.2013,3148,1850,1
19.01.2013,3148,1850,1
20.01.2013,3148,1850,1
23.01.2013,3148,1850,1
30.01.2013,3148,1850,1
07.01.2013,3152,2290,1
09.01.2013,3159,790,2
12.01.2013,3159,790,1
24.01.2013,3159,790,1
25.01.2013,3159,790,1
27.01.2013,3159,790,1
13.01.2013,3158,1290,1
14.01.2013,3158,1290,1
24.01.2013,3158,1290,2
26.01.2013,3158,1290,1
05.01.2013,3138,1790,1
05.01.2013,3223,449,1
03.01.2013,3138,1790,2
21.01.2013,3140,1090,2
05.01.2013,3007,1790,1
08.01.2013,3007,1790,1
11.01.2013,3007,1790,1
14.01.2013,3007,1790,1
15.01.2013,3007,1790,1
19.01.2013,3007,1790,3
23.01.2013,3007,1790,1
26.01.2013,3007,1790,2
18.01.2013,3014,1290,1
12.01.2013,3056,899,1
04.01.2013,3057,899,1
08.01.2013,2670,249,1
02.01.2013,3186,299.5,1
03.01.2013,3186,299.125,4
07.01.2013,3186,299.5,1
10.01.2013,3186,299.5,1
25.01.2013,3186,599,1
29.01.2013,3186,299.5,1
11.01.2013,3193,449,1
15.01.2013,3193,449,1
02.01.2013,3140,1090,1
04.01.2013,3140,1090,1
05.01.2013,3140,1090,1
06.01.2013,3140,1090,2
07.01.2013,3140,1090,1
31.01.2013,3140,1090,1
06.01.2013,3223,449,1
17.01.2013,3223,449,1
19.01.2013,3223,449,1
25.01.2013,3427,799,2
10.01.2013,3428,2239,1
04.01.2013,3429,2799,1
27.01.2013,3429,2799,1
11.01.2013,3437,1699,1
03.01.2013,3467,149,1
17.01.2013,3467,149,1
04.01.2013,3468,149,1
17.01.2013,3468,149,1
20.01.2013,3468,149,1
24.01.2013,3278,1699,1
12.01.2013,3286,299,1
18.01.2013,3286,299,1
26.01.2013,3286,299,1
16.01.2013,3291,549,1
22.01.2013,3293,399,1
30.01.2013,3294,399,1
25.01.2013,3296,349,1
05.01.2013,3470,349,1
28.01.2013,3470,349,2
04.01.2013,3314,499,1
06.01.2013,3314,499,1
04.01.2013,3318,1199,1
05.01.2013,3320,1999,2
02.01.2013,3325,1199,2
19.01.2013,3427,799,1
15.01.2013,3427,799,1
08.01.2013,3427,799,1
05.01.2013,3427,799,1
23.01.2013,3223,449,1
27.01.2013,3223,449,1
03.01.2013,3402,549,1
10.01.2013,3402,549,1
19.01.2013,3417,449,1
26.01.2013,3417,449,1
03.01.2013,3432,599,1
04.01.2013,3432,599,2
05.01.2013,3432,599,2
06.01.2013,3432,599,3
08.01.2013,3432,599,1
11.01.2013,3432,599,1
04.01.2013,3007,1790,1
13.01.2013,3432,599,3
15.01.2013,3432,599,1
16.01.2013,3432,599,1
20.01.2013,3432,599,4
22.01.2013,3432,599,1
26.01.2013,3432,599,1
27.01.2013,3432,599,2
04.01.2013,3433,2799,2
05.01.2013,3433,2799,1
25.01.2013,3433,2799,1
29.01.2013,3433,2799,1
05.01.2013,3434,2799,1
03.01.2013,3427,799,1
14.01.2013,3432,599,2
03.01.2013,3007,1790,1
16.01.2013,2973,2499,1
28.01.2013,2972,599,1
25.01.2013,2321,999,1
28.01.2013,2321,999,1
04.01.2013,2333,549,1
06.01.2013,2333,549,1
12.01.2013,2333,549,1
13.01.2013,2333,549,1
04.01.2013,2252,599,1
14.01.2013,2252,599,1
20.01.2013,2252,599,1
04.01.2013,2258,299,1
25.01.2013,2346,499,1
09.01.2013,2349,399,1
16.01.2013,2349,399,2
11.01.2013,2099,399,1
11.01.2013,2100,299,1
08.01.2013,2110,299,1
11.01.2013,2117,279,1
26.01.2013,2117,279,1
06.01.2013,2167,599,1
06.01.2013,2171,349,1
05.01.2013,2189,299,1
04.01.2013,2218,2990,1
16.01.2013,2218,2990,1
27.01.2013,2218,2990,1
22.01.2013,2219,5590,1
14.01.2013,2321,999,1
26.01.2013,2309,2799,1
08.01.2013,2309,2799,1
04.01.2013,2309,2799,1
06.01.2013,1740,299,1
26.01.2013,1741,299,1
03.01.2013,1987,599,1
06.01.2013,1987,599,1
12.01.2013,1763,249,1
19.01.2013,1777,299,1
19.01.2013,2302,1399,1
04.01.2013,2330,599,1
10.01.2013,2330,599,1
22.01.2013,2330,599,1
04.01.2013,2304,1998.7,1
04.01.2013,2307,2799,1
30.01.2013,2220,3990,1
11.01.2013,2307,2799,1
02.01.2013,2308,799,1
04.01.2013,2308,799,2
06.01.2013,2308,799,1
08.01.2013,2308,799,1
09.01.2013,2308,799,1
11.01.2013,2308,799,1
13.01.2013,2308,799,1
15.01.2013,2308,799,1
20.01.2013,2308,799,2
25.01.2013,2308,799,1
26.01.2013,2308,799,2
27.01.2013,2308,739,2
27.01.2013,2307,2799,1
08.01.2013,1722,399,1
08.01.2013,2221,1990,1
08.01.2013,2416,449,1
20.01.2013,2808,999,1
26.01.2013,2808,999,1
27.01.2013,2808,799,2
28.01.2013,2808,799,1
29.01.2013,2808,799,1
26.01.2013,2631,299,1
04.01.2013,2822,399,1
02.01.2013,2828,499,1
06.01.2013,2833,599,1
11.01.2013,2833,599,1
07.01.2013,2836,1999,1
09.01.2013,2836,1999,1
08.01.2013,2848,99,1
26.01.2013,2925,148,1
05.01.2013,2929,199,1
07.01.2013,2929,199,1
